canvas	source	text
04 Akis ve Mail.dc.html	template	Teklif_v2.pdf
04 Akis ve Mail.dc.html	template	3 sayfa · Sen · 2 Eyl
04 Akis ve Mail.dc.html	template	Fatura_Eylul.pdf
04 Akis ve Mail.dc.html	template	1 sayfa · CK Enerji · 1 Eyl
04 Akis ve Mail.dc.html	template	Dosyalar'dan seç…
04 Akis ve Mail.dc.html	template	Analiz Et
04 Akis ve Mail.dc.html	template	Ekle girişi: üstte metin alanı, altta 4 kaynak karosu. PDF karosu seçilince son dosyalar alt sayfası; mail ekleri otomatik listelenir. Analiz yalnızca “Analiz Et” ile başlar.
04 Akis ve Mail.dc.html	template	4.12b
04 Akis ve Mail.dc.html	template	Yakalama · PDF · Analiz ediliyor
04 Akis ve Mail.dc.html	template	EKLE · PDF
04 Akis ve Mail.dc.html	template	pdf önizleme · Hizmet_Sozlesmesi_v3 · s.3
04 Akis ve Mail.dc.html	template	TARİH
04 Akis ve Mail.dc.html	template	14 sayfa okundu
04 Akis ve Mail.dc.html	template	3 tarih bulundu
04 Akis ve Mail.dc.html	template	s.3, s.9, s.14
04 Akis ve Mail.dc.html	template	Yükümlülükler ve görevler çıkarılıyor…
04 Akis ve Mail.dc.html	template	Takvim uygunluğu kontrol ediliyor
04 Akis ve Mail.dc.html	template	Belge cihazında özetlenir; içerik saklanmaz, yalnızca çıkarılan öğeler.
04 Akis ve Mail.dc.html	template	İptal
04 Akis ve Mail.dc.html	template	İlk Analiz ekranıyla aynı kalıp: ilerleme çubuğu yok, bulgu listesi. Önizlemede tespit edilen alan işaretlenir. İptal her an mümkün.
04 Akis ve Mail.dc.html	template	4.12c
04 Akis ve Mail.dc.html	template	Yakalama · PDF · Tespit + öneriler
04 Akis ve Mail.dc.html	template	14 sayfa · Mehmet Yılmaz · Dün
04 Akis ve Mail.dc.html	template	Aç
04 Akis ve Mail.dc.html	template	SÖZLEŞME TESPİT EDİLDİ · 3 ÖĞE
04 Akis ve Mail.dc.html	template	Hizmet Sözleşmesi · Yılmaz Endüstri
04 Akis ve Mail.dc.html	template	Taraflar, 12 aylık hizmet, 3 tarih ve 1 yükümlülük bulundu.
04 Akis ve Mail.dc.html	template	İmza için son gün · 19 Eylül
04 Akis ve Mail.dc.html	template	Kaynak: s.14, madde 9.2
04 Akis ve Mail.dc.html	template	GÖREV
04 Akis ve Mail.dc.html	template	Hukuktan 4. madde yorumu iste · 12 Eylül'e kadar
04 Akis ve Mail.dc.html	template	Kaynak: s.3, cezai şart maddesi
04 Akis ve Mail.dc.html	template	ETKİNLİK
04 Akis ve Mail.dc.html	template	Sözleşme görüşmesi · 17 Eylül 11:00
04 Akis ve Mail.dc.html	template	Kaynak: s.9 · O saat takvimin boş
04 Akis ve Mail.dc.html	template	Takvime Ekle · 1
04 Akis ve Mail.dc.html	template	Görev Oluştur · 1
04 Akis ve Mail.dc.html	template	Hatırlat · 1
04 Akis ve Mail.dc.html	template	Mehmet'e bağla
04 Akis ve Mail.dc.html	template	3 Öğeyi Onaya Gönder
04 Akis ve Mail.dc.html	template	Her öğe tipine göre karo rengi (son tarih amber, etkinlik mavi, görev nötr), altında sayfa kaynağı. Öğeler tek tek seçilebilir; CTA sayıyı söyler.
04 Akis ve Mail.dc.html	template	4.12d
04 Akis ve Mail.dc.html	template	Yakalama · PDF · Onay
04 Akis ve Mail.dc.html	template	Onay · 3 işlem
04 Akis ve Mail.dc.html	template	Sen onaylamadan hiçbiri yapılmaz. İstemediğini kaldır.
04 Akis ve Mail.dc.html	template	TAKVİME EKLE
04 Akis ve Mail.dc.html	template	Sözleşme görüşmesi · 17 Eyl 11:00
04 Akis ve Mail.dc.html	template	Google Takvim · 60 dk · 30 dk önce hatırlatma
04 Akis ve Mail.dc.html	template	GÖREV OLUŞTUR
04 Akis ve Mail.dc.html	template	Hukuktan 4. madde yorumu iste
04 Akis ve Mail.dc.html	template	Plan · 12 Eyl · Önerilen blok: 10 Eyl 14:00
04 Akis ve Mail.dc.html	template	HATIRLATICI
04 Akis ve Mail.dc.html	template	İmza son günü · 19 Eyl
04 Akis ve Mail.dc.html	template	Uygun zamanda: 18 Eyl 09:10
04 Akis ve Mail.dc.html	template	Onayla · 3
04 Akis ve Mail.dc.html	template	Vazgeç
04 Akis ve Mail.dc.html	template	Onaylananlar Onay Merkezi geçmişine yazılır.
04 Akis ve Mail.dc.html	template	Kullanıcının kendi başlattığı yakalamada tek onay sayfası; her satır Onay Merkezi kart sözleşmesini taşır (ne · nereye · ne değişecek). AI'ın kendi önerileri ise Onay Merkezi'nde tek tek kalır.
04 Akis ve Mail.dc.html	template	4.13a
04 Akis ve Mail.dc.html	template	Yakalama · Link · Giriş
04 Akis ve Mail.dc.html	template	EKLE · LİNK
04 Akis ve Mail.dc.html	template	biletix.com/etkinlik/konser-zorlu-psm-12-eylul
04 Akis ve Mail.dc.html	template	Panodan yapıştırıldı
04 Akis ve Mail.dc.html	template	Temizle
04 Akis ve Mail.dc.html	template	biletix.com
04 Akis ve Mail.dc.html	template	Konser · Zorlu PSM · 12 Eylül
04 Akis ve Mail.dc.html	template	Bağlantı önizlemesi
04 Akis ve Mail.dc.html	template	SON EKLENEN LİNKLER
04 Akis ve Mail.dc.html	template	karakoylokantasi.com/rezervasyon
04 Akis ve Mail.dc.html	template	2 Eyl
04 Akis ve Mail.dc.html	template	medium.com/…/ai-briefing-patterns
04 Akis ve Mail.dc.html	template	28 Ağu
04 Akis ve Mail.dc.html	template	Panodaki link otomatik önerilir ama kullanıcı onayı olmadan okunmaz (“Panodan yapıştırıldı” çipi). Önizleme kartı yalnızca başlık + alan adı.
04 Akis ve Mail.dc.html	template	4.13b
04 Akis ve Mail.dc.html	template	Yakalama · Link · Analiz ediliyor
04 Akis ve Mail.dc.html	template	og:image · konser afişi
04 Akis ve Mail.dc.html	template	Konser · Zorlu PSM · 12 Eylül 20:00
04 Akis ve Mail.dc.html	template	Sayfa okundu
04 Akis ve Mail.dc.html	template	Tür: etkinlik
04 Akis ve Mail.dc.html	template	ürün · içerik · rezervasyon değil
04 Akis ve Mail.dc.html	template	Tarih, saat, yer ve fiyat bulundu
04 Akis ve Mail.dc.html	template	Takvim uygunluğu ve yol süresi kontrol ediliyor…
04 Akis ve Mail.dc.html	template	Sayfa yalnızca bir kez okunur; çerez veya oturum paylaşılmaz.
04 Akis ve Mail.dc.html	template	Tür sınıflandırması bulgu satırı olarak görünür (etkinlik / ürün / içerik / rezervasyon); yanlışsa sonraki ekranda değiştirilebilir.
04 Akis ve Mail.dc.html	template	4.13c
04 Akis ve Mail.dc.html	template	Yakalama · Link · Tespit + öneriler
04 Akis ve Mail.dc.html	template	Etkinlik
04 Akis ve Mail.dc.html	template	Ürün
04 Akis ve Mail.dc.html	template	İçerik
04 Akis ve Mail.dc.html	template	Rezervasyon
04 Akis ve Mail.dc.html	template	2 bilet · 1.450 TL
04 Akis ve Mail.dc.html	template	O akşam takvimin boş. 19:10'da çıkman gerekebilir. Bilet satışı 8 Eylül 10:00'da açılıyor.
04 Akis ve Mail.dc.html	template	Kaynak: biletix.com · okunma 09:41
04 Akis ve Mail.dc.html	template	Takvime ekle · 12 Eyl 20:00
04 Akis ve Mail.dc.html	template	19:10 çıkış hatırlatması dahil
04 Akis ve Mail.dc.html	template	Bilet satışı için hatırlat · 8 Eyl 09:55
04 Akis ve Mail.dc.html	template	Satış açılmadan 5 dk önce
04 Akis ve Mail.dc.html	template	Hafızaya kaydet
04 Akis ve Mail.dc.html	template	“Zorlu konser” diye sorabilirsin
04 Akis ve Mail.dc.html	template	2 Öğeyi Onaya Gönder
04 Akis ve Mail.dc.html	template	Tür çipleri (etkinlik · ürün · içerik · rezervasyon) kullanıcıya sınıflandırmayı düzeltme imkânı verir; ürün seçilirse öneriler fiyat takibi ve alışveriş hatırlatıcısına döner.
04 Akis ve Mail.dc.html	template	4.13d
04 Akis ve Mail.dc.html	template	Yakalama · Link · Onay
04 Akis ve Mail.dc.html	template	Onay · 2 işlem
04 Akis ve Mail.dc.html	template	Takviminde değişiklik yapmadan önce onayın gerekir.
04 Akis ve Mail.dc.html	template	Konser · Zorlu PSM · 12 Eyl 20:00
04 Akis ve Mail.dc.html	template	Neden
04 Akis ve Mail.dc.html	template	Paylaştığın bağlantıda etkinlik bulundu.
04 Akis ve Mail.dc.html	template	Değişim
04 Akis ve Mail.dc.html	template	Google Takvim'e 1 etkinlik · 19:10 çıkış hatırlatması
04 Akis ve Mail.dc.html	template	Bilet satışı · 8 Eyl 09:55
04 Akis ve Mail.dc.html	template	1 hatırlatıcı · Takvimine yazılmaz
04 Akis ve Mail.dc.html	template	Onayla · 2
04 Akis ve Mail.dc.html	template	Onay satırları Onay Merkezi kartlarıyla aynı üç alanı taşır (ne · neden · ne değişecek). Onay sonrası başarı toast'ı ve Bugün'e dönüş.
04 Akis ve Mail.dc.html	template	4.14a
04 Akis ve Mail.dc.html	template	Yakalama · Metin · Giriş
04 Akis ve Mail.dc.html	template	EKLE · METİN
04 Akis ve Mail.dc.html	template	Perşembe 15:00 Ayşe ile kahve, öncesinde raporu bitir. Çarşamba akşamı bana hatırlat.
04 Akis ve Mail.dc.html	template	Sesle yaz
04 Akis ve Mail.dc.html	template	Yapıştır
04 Akis ve Mail.dc.html	template	96 karakter
04 Akis ve Mail.dc.html	template	Serbest yaz; tarih, kişi ve görevleri ben ayırırım.
04 Akis ve Mail.dc.html	template	Metin girişi Ekle sayfasının en üstündeki alan; odaklanınca büyür (17px, Lora değil, gövde fontu). Mikrofon sesle dikte için, ses modu değil.
04 Akis ve Mail.dc.html	template	4.14b
04 Akis ve Mail.dc.html	template	Yakalama · Metin · Analiz ediliyor
04 Akis ve Mail.dc.html	template	Perşembe 15:00
04 Akis ve Mail.dc.html	template	Ayşe
04 Akis ve Mail.dc.html	template	ile kahve, öncesinde
04 Akis ve Mail.dc.html	template	raporu bitir
04 Akis ve Mail.dc.html	template	Çarşamba akşamı
04 Akis ve Mail.dc.html	template	bana hatırlat.
04 Akis ve Mail.dc.html	template	kişi
04 Akis ve Mail.dc.html	template	görev
04 Akis ve Mail.dc.html	template	hatırlatıcı
04 Akis ve Mail.dc.html	template	2 zaman ifadesi çözüldü
04 Akis ve Mail.dc.html	template	Per 11 Eyl · Çar 10 Eyl
04 Akis ve Mail.dc.html	template	Kişi eşleştirildi
04 Akis ve Mail.dc.html	template	Ayşe Kara · Kişiler
04 Akis ve Mail.dc.html	template	Görev ve hatırlatıcı ayrılıyor…
04 Akis ve Mail.dc.html	template	Metin yerinde işaretlenir: anlam renkleri sistemdeki soft tonlar (zaman mavi, kişi indigo, görev nötr, hatırlatıcı amber). Belirsiz tarih (“Perşembe”) çözümü bulgu satırında açıkça yazar.
04 Akis ve Mail.dc.html	template	4.14c
04 Akis ve Mail.dc.html	template	Yakalama · Metin · Tespit + öneriler
04 Akis ve Mail.dc.html	template	“Perşembe 15:00 Ayşe ile kahve, öncesinde raporu bitir. Çarşamba akşamı bana hatırlat.”
04 Akis ve Mail.dc.html	template	3 ÖĞE TESPİT EDİLDİ
04 Akis ve Mail.dc.html	template	Bir takvim olayı, bir görev ve bir hatırlatıcı. Rapor görevini kahveden 1 saat önceye koydum.
04 Akis ve Mail.dc.html	template	TAKVİM OLAYI
04 Akis ve Mail.dc.html	template	Ayşe ile kahve · Per 11 Eyl 15:00
04 Akis ve Mail.dc.html	template	60 dk · Ayşe Kara davet edilsin mi?
04 Akis ve Mail.dc.html	template	Evet
04 Akis ve Mail.dc.html	template	Raporu bitir · Per 11 Eyl 14:00'a kadar
04 Akis ve Mail.dc.html	template	Plan'da önerilen blok: Per 10:00–12:00
04 Akis ve Mail.dc.html	template	Rapor için hatırlat · Çar 10 Eyl 19:00
04 Akis ve Mail.dc.html	template	“Akşam” = 19:00 (brifing saatin)
04 Akis ve Mail.dc.html	template	AI'ın yorumları görünür: “akşam = 19:00 (brifing saatin)”, “kahveden 1 saat önce”. Her yorum satır içinde düzeltilebilir; kaynak alıntı üstte italik.
04 Akis ve Mail.dc.html	template	4.14d
04 Akis ve Mail.dc.html	template	Yakalama · Metin · Onay + başarı
04 Akis ve Mail.dc.html	template	3 öğe eklendi
04 Akis ve Mail.dc.html	template	Kahve takviminde, rapor Plan'da, hatırlatıcı Çarşamba 19:00'da. Ayşe'ye davet gönderildi.
04 Akis ve Mail.dc.html	template	Per 15:00
04 Akis ve Mail.dc.html	template	Per 14:00
04 Akis ve Mail.dc.html	template	Çar 19:00
04 Akis ve Mail.dc.html	template	Bugün'e Dön
04 Akis ve Mail.dc.html	template	Onaylandı · 3 işlem
04 Akis ve Mail.dc.html	template	Geri al
04 Akis ve Mail.dc.html	template	Onay sayfası PDF/Link ile aynıdır (4.12d kalıbı); burada onay sonrası başarı ekranı: yeşil halka, tek cümle özet, nereye yazıldığını gösteren çipler, 5 sn “Geri al” toast'ı.
04 Akis ve Mail.dc.html	data	Gmail · Ahmet Yılmaz
04 Akis ve Mail.dc.html	data	Revize teklif bugün 17:00'ye kadar bekleniyor
04 Akis ve Mail.dc.html	data	Ahmet, fiyat ve teslim tarihini güncellenmiş PDF olarak istiyor.
04 Akis ve Mail.dc.html	data	Google Takvim
04 Akis ve Mail.dc.html	data	Mehmet ile müşteri toplantısı
04 Akis ve Mail.dc.html	data	Son görüşmeniz 4 gün önceydi. Açık 2 konu var.
04 Akis ve Mail.dc.html	data	Gmail · Mehmet Yılmaz
04 Akis ve Mail.dc.html	data	3 gün
04 Akis ve Mail.dc.html	data	Teklif mailine cevap gelmedi
04 Akis ve Mail.dc.html	data	2 Eylül'de gönderildi. Henüz yanıt yok.
04 Akis ve Mail.dc.html	data	Gmail · Girişim Programı
04 Akis ve Mail.dc.html	data	Başvuru bugün 17:00'de kapanıyor
04 Akis ve Mail.dc.html	data	Son gün. Form yaklaşık 10 dakika sürüyor.
04 Akis ve Mail.dc.html	data	Google hesabında yeni giriş
04 Akis ve Mail.dc.html	data	Chrome · Windows · İstanbul. Sen değilsen şifreni değiştir.
04 Akis ve Mail.dc.html	data	Kontrol Et
04 Akis ve Mail.dc.html	data	Taahhüt · Toplantı notu
04 Akis ve Mail.dc.html	data	Mehmet'e teklif gönder
04 Akis ve Mail.dc.html	data	“Yarın göndereceğim” dedin. Plan'da 14:00 bloğu önerildi.
04 Akis ve Mail.dc.html	data	Kargo · Trendyol
04 Akis ve Mail.dc.html	data	Siparişin bugün geliyor
04 Akis ve Mail.dc.html	data	Teslimat aralığı 14:00–18:00.
04 Akis ve Mail.dc.html	data	Takip Et
04 Akis ve Mail.dc.html	data	Yarın 09:15
04 Akis ve Mail.dc.html	data	TK2412 · İstanbul → Antalya
04 Akis ve Mail.dc.html	data	Online check-in açıldı. 06:45'te evden çıkman gerekebilir.
04 Akis ve Mail.dc.html	data	CK Enerji
04 Akis ve Mail.dc.html	data	10 Eyl
04 Akis ve Mail.dc.html	data	Elektrik faturası · 1.842 TL
04 Akis ve Mail.dc.html	data	Son ödeme günü 10 Eylül.
04 Akis ve Mail.dc.html	data	9 Eyl
04 Akis ve Mail.dc.html	data	Netflix 9 Eylül'de yenilenecek
04 Akis ve Mail.dc.html	data	Aylık 229,99 TL. Son 30 günde 2 kez izlendi.
04 Akis ve Mail.dc.html	data	Senden cevap bekleyen
04 Akis ve Mail.dc.html	data	Senin cevap beklediğin
04 Akis ve Mail.dc.html	data	Son tarih içeren
04 Akis ve Mail.dc.html	data	Düşük öncelik
04 Akis ve Mail.dc.html	data	Teklif v2 · PDF
04 Akis ve Mail.dc.html	data	Henüz yanıt gelmedi. Bugün 14:30 toplantıda konuşabilirsin.
04 Akis ve Mail.dc.html	data	2 Eylül 10:05'te gönderildi · Gmail
04 Akis ve Mail.dc.html	data	Hukuk · Kerem Aksoy
04 Akis ve Mail.dc.html	data	Sözleşme taslağı yorumu
04 Akis ve Mail.dc.html	data	6 gün
04 Akis ve Mail.dc.html	data	30 Ağustos'ta gönderildi · Gmail
04 Akis ve Mail.dc.html	data	Deniz Erol
04 Akis ve Mail.dc.html	data	Etkinlik konuşmacı daveti
04 Akis ve Mail.dc.html	data	2 gün
04 Akis ve Mail.dc.html	data	Okundu, yanıt yok. Genelde 3–4 günde döner.
04 Akis ve Mail.dc.html	data	3 Eylül'de gönderildi · Outlook
04 Akis ve Mail.dc.html	data	2 saat
04 Akis ve Mail.dc.html	data	Re: Eylül teklifi – revize
04 Akis ve Mail.dc.html	data	Revize fiyat teklifi, PDF olarak.
04 Akis ve Mail.dc.html	data	Bugün 17:00
04 Akis ve Mail.dc.html	data	18 saat
04 Akis ve Mail.dc.html	data	Sözleşme taslağı · 4. madde
04 Akis ve Mail.dc.html	data	Cezai şart maddesi için yorumun.
04 Akis ve Mail.dc.html	data	Bugün 18:00
04 Akis ve Mail.dc.html	data	Burak Tan
04 Akis ve Mail.dc.html	data	5 saat
04 Akis ve Mail.dc.html	data	Ekip yemeği
04 Akis ve Mail.dc.html	data	Cuma akşamı uygun musun?
04 Akis ve Mail.dc.html	data	Elif Arslan
04 Akis ve Mail.dc.html	data	1 gün
04 Akis ve Mail.dc.html	data	Konferans bileti
04 Akis ve Mail.dc.html	data	Katılım teyidi ve fatura bilgisi.
04 Akis ve Mail.dc.html	data	9 Eylül
04 Akis ve Mail.dc.html	data	Cuma · 3 Eyl
04 Akis ve Mail.dc.html	data	Cuma teklif göndereceğim.
04 Akis ve Mail.dc.html	data	Teklif v3 gönder
04 Akis ve Mail.dc.html	data	Gmail · 1 Eyl 18:40
04 Akis ve Mail.dc.html	data	Dosyayı yarın yollarım.
04 Akis ve Mail.dc.html	data	Marka kılavuzu PDF
04 Akis ve Mail.dc.html	data	Gmail · Dün 16:02
04 Akis ve Mail.dc.html	data	Pazartesi · 8 Eyl
04 Akis ve Mail.dc.html	data	Pazartesi seni arayacağım.
04 Akis ve Mail.dc.html	data	Telefon görüşmesi
04 Akis ve Mail.dc.html	data	Mesaj · 4 Eyl
04 Akis ve Mail.dc.html	data	Teklifi bu hafta iletiyorum.
04 Akis ve Mail.dc.html	data	Teklif v2 gönderildi
04 Akis ve Mail.dc.html	data	Gmail · 28 Ağu
04 Akis ve Mail.dc.html	data	Trendyol siparişin bugün geliyor.
04 Akis ve Mail.dc.html	data	Yurtiçi Kargo · 14:00–18:00 · 2 parça
04 Akis ve Mail.dc.html	data	Kapıya Not Bırak
04 Akis ve Mail.dc.html	data	Yarın 09:15 · Kapı B12 · Check-in açık
04 Akis ve Mail.dc.html	data	Cüzdana Ekle
04 Akis ve Mail.dc.html	data	Karaköy Lokantası · 20:30
04 Akis ve Mail.dc.html	data	4 kişi · Teyit için son saat 18:00
04 Akis ve Mail.dc.html	data	Teyit Et
04 Akis ve Mail.dc.html	data	Yol Tarifi
04 Akis ve Mail.dc.html	data	CK Enerji · Son gün 10 Eylül · Geçen ay 1.610 TL
04 Akis ve Mail.dc.html	data	Netflix 9 Eylül'de yenilenecek.
04 Akis ve Mail.dc.html	data	229,99 TL / ay · Son 30 günde 2 kez izlendi
04 Akis ve Mail.dc.html	data	Bir Daha Gösterme
04 Akis ve Mail.dc.html	data	Google hesabında yeni giriş.
04 Akis ve Mail.dc.html	data	Chrome · Windows · İstanbul
04 Akis ve Mail.dc.html	data	Şifreyi Değiştir
04 Akis ve Mail.dc.html	data	daspin .8s linear infinite
04 Akis ve Mail.dc.html	data	Rezervasyon · Karaköy Lokantası
04 Akis ve Mail.dc.html	data	Cmt 20:30
04 Akis ve Mail.dc.html	data	Akşam yemeği rezervasyonu
04 Akis ve Mail.dc.html	data	4 kişi. Teyit için 18:00 son saat.
05 Plan ve Toplantilar.dc.html	template	← Prototip ve IA
05 Plan ve Toplantilar.dc.html	template	01 Sistem
05 Plan ve Toplantilar.dc.html	template	02 Onboarding
05 Plan ve Toplantilar.dc.html	template	03 Bugün
05 Plan ve Toplantilar.dc.html	template	04 Akış
05 Plan ve Toplantilar.dc.html	template	05 Plan
05 Plan ve Toplantilar.dc.html	template	06 Asistan
05 Plan ve Toplantilar.dc.html	template	07 Hesap
05 Plan ve Toplantilar.dc.html	template	08 Durumlar
05 Plan ve Toplantilar.dc.html	template	09 Pazarlama
05 Plan ve Toplantilar.dc.html	template	05 · Plan ve Toplantılar
05 Plan ve Toplantilar.dc.html	template	Plan takvimi göstermez, anlar. Zaman çizelgesi tek sütun; etkinlik, AI görev bloğu (kesik çerçeve) ve yaşam etkinliği (sıcak yüzey) üç ayrı yüzeyle ayrılır; sol renk şeridi kullanılmaz. Toplantı hazırlığı ürünün imza ekranıdır: koyu “3 şey” kartı her zaman ilk görünen öğedir.
05 Plan ve Toplantilar.dc.html	template	Plan · Gün
05 Plan ve Toplantilar.dc.html	template	Plan
05 Plan ve Toplantilar.dc.html	template	Gün
05 Plan ve Toplantilar.dc.html	template	Hafta
05 Plan ve Toplantilar.dc.html	template	TAKVİM ZEKÂSI
05 Plan ve Toplantilar.dc.html	template	Yarın 14:00–16:30 arasında 2,5 saat boşluğun var.
05 Plan ve Toplantilar.dc.html	template	Teklif hazırlama görevini buraya yerleştirebilirim.
05 Plan ve Toplantilar.dc.html	template	Planla
05 Plan ve Toplantilar.dc.html	template	Başka zaman
05 Plan ve Toplantilar.dc.html	template	Bugün
05 Plan ve Toplantilar.dc.html	template	Akış
05 Plan ve Toplantilar.dc.html	template	Asistan
05 Plan ve Toplantilar.dc.html	template	Üç yüzey: etkinlik (beyaz), AI görev bloğu (kesik indigo çerçeve, “Önerilen”), yaşam (sıcak krem). Boşluklar açıkça “2 saat boşluk” olarak etiketlenir; boşluk da bilgidir.
05 Plan ve Toplantilar.dc.html	template	5.1D
05 Plan ve Toplantilar.dc.html	template	Plan · Gün · Dark
05 Plan ve Toplantilar.dc.html	template	Aynı üç yüzey dark tokenlarla: etkinlik #1F1E1B, AI bloğu %12 indigo + kesik #8586F2, yaşam %10 amber. Bugün günü ters çevrilir (#F2F0EB üzerine #141311), segment seçimi de aynı kuralı izler.
05 Plan ve Toplantilar.dc.html	template	Plan · Hafta + Takvim Zekâsı
05 Plan ve Toplantilar.dc.html	template	7–13 EYLÜL · YOĞUNLUK
05 Plan ve Toplantilar.dc.html	template	18 etkinlik
05 Plan ve Toplantilar.dc.html	template	Toplantı
05 Plan ve Toplantilar.dc.html	template	Odak
05 Plan ve Toplantilar.dc.html	template	Yoğun
05 Plan ve Toplantilar.dc.html	template	Yarın oldukça yoğun.
05 Plan ve Toplantilar.dc.html	template	09:00 ve 10:00 toplantıların arka arkaya. Arada mola yok; 10:00'ı 10:15'e kaydırabilirim.
05 Plan ve Toplantilar.dc.html	template	10:15'e Kaydır
05 Plan ve Toplantilar.dc.html	template	Böyle Kalsın
05 Plan ve Toplantilar.dc.html	template	13:30 doktor randevusu için 12:50'de çıkman gerekebilir.
05 Plan ve Toplantilar.dc.html	template	Kadıköy → Nişantaşı · 38 dk trafik tahmini · Randevu maili, 28 Ağu
05 Plan ve Toplantilar.dc.html	template	12:40'a Hatırlat
05 Plan ve Toplantilar.dc.html	template	16:00 toplantısı öncesi 45 dakika boşluğun var.
05 Plan ve Toplantilar.dc.html	template	Yatırımcı görüşmesi için hazırlık notunu okumaya yeter.
05 Plan ve Toplantilar.dc.html	template	Hazırlığı Buraya Koy
05 Plan ve Toplantilar.dc.html	template	Çarşamba 14:00 müşteri toplantısı ile 14:30 doktor çakışıyor.
05 Plan ve Toplantilar.dc.html	template	Seçenekleri Gör
05 Plan ve Toplantilar.dc.html	template	Hafta görünümü grid değil yoğunluk hikâyesi. Zekâ kartları: ikon rengi anlam taşır (amber yoğunluk, mavi ulaşım, indigo fırsat, coral çakışma); her kartın en fazla 2 aksiyonu var.
05 Plan ve Toplantilar.dc.html	template	Takvim Çakışması · Çözüm sayfası açık
05 Plan ve Toplantilar.dc.html	template	ÇARŞAMBA · 10 EYLÜL
05 Plan ve Toplantilar.dc.html	template	TAKVİM ÇAKIŞMASI
05 Plan ve Toplantilar.dc.html	template	Bu iki etkinlik çakışıyor.
05 Plan ve Toplantilar.dc.html	template	Müşteri toplantısı
05 Plan ve Toplantilar.dc.html	template	60 dk · Mehmet Yılmaz · Ofis
05 Plan ve Toplantilar.dc.html	template	Doktor randevusu
05 Plan ve Toplantilar.dc.html	template	30 dk · Nişantaşı · Randevu maili
05 Plan ve Toplantilar.dc.html	template	Toplantı 15:00'te biter; doktora 38 dakika yol var. Doktor randevusunu kaydırmak en az kişiyi etkiler.
05 Plan ve Toplantilar.dc.html	template	Nasıl çözelim?
05 Plan ve Toplantilar.dc.html	template	Seçtiğin çözüm onayına sunulur, otomatik uygulanmaz.
05 Plan ve Toplantilar.dc.html	template	Doktoru 15:45'e al
05 Plan ve Toplantilar.dc.html	template	Önerilen · Klinikte 15:45 boş görünüyor
05 Plan ve Toplantilar.dc.html	template	Toplantıyı 13:00'a öner
05 Plan ve Toplantilar.dc.html	template	Mehmet'e öneri maili taslağı hazırlanır
05 Plan ve Toplantilar.dc.html	template	Toplantıyı 30 dk kısalt
05 Plan ve Toplantilar.dc.html	template	14:00–14:30 · Doktora zamanında yetişirsin
05 Plan ve Toplantilar.dc.html	template	Böyle kalsın
05 Plan ve Toplantilar.dc.html	template	Bu çakışmayı bir daha gösterme
05 Plan ve Toplantilar.dc.html	template	Çakışma görselleştirmesi: ikinci kart sağa kaydırılır ve kısa coral çizgi üst üste binmeyi işaret eder. Çözümler sıralıdır; ilki AI önerisi ve gerekçesi.
05 Plan ve Toplantilar.dc.html	template	Toplantıya Hazırlan · Light · İmza ekran
05 Plan ve Toplantilar.dc.html	template	TOPLANTIYA HAZIRLAN
05 Plan ve Toplantilar.dc.html	template	18 dk
05 Plan ve Toplantilar.dc.html	template	MY
05 Plan ve Toplantilar.dc.html	template	Mehmet Yılmaz
05 Plan ve Toplantilar.dc.html	template	Müşteri toplantısı · 14:30 · 60 dk · Ofis
05 Plan ve Toplantilar.dc.html	template	KONUŞMAN GEREKEN 3 ŞEY
05 Plan ve Toplantilar.dc.html	template	Fiyat
05 Plan ve Toplantilar.dc.html	template	Revize teklif 17:00'ye kadar bekleniyor; %8 indirim sınırını netleştir.
05 Plan ve Toplantilar.dc.html	template	Teslim tarihi
05 Plan ve Toplantilar.dc.html	template	Ekim başı için onay istiyor; üretim takvimi 6 Ekim'i gösteriyor.
05 Plan ve Toplantilar.dc.html	template	Sözleşme
05 Plan ve Toplantilar.dc.html	template	Taslak 2 haftadır açık; hukuk yorumu bekliyor.
05 Plan ve Toplantilar.dc.html	template	2 Dakikalık Özeti Oku
05 Plan ve Toplantilar.dc.html	template	Not Al
05 Plan ve Toplantilar.dc.html	template	Toplantıdan 20 dk önce bildirim, ekranın ilk katlaması “3 şey” kartıyla biter. Geri kalan bölümler kaynaklı kanıt. Bu ekran mağaza görselinde de kullanılır.
05 Plan ve Toplantilar.dc.html	template	Toplantıya Hazırlan · Dark
05 Plan ve Toplantilar.dc.html	template	Dark'ta koyu kart siyah üstünde kaybolacağı için “3 şey” kartı indigo gradyana döner; birincil buton açık indigo, üzerinde koyu metin (kontrast 9:1).
05 Plan ve Toplantilar.dc.html	template	2 Dakikalık Özet · Okuma görünümü
05 Plan ve Toplantilar.dc.html	template	2 DAKİKALIK ÖZET
05 Plan ve Toplantilar.dc.html	template	Mehmet Yılmaz · 14:30
05 Plan ve Toplantilar.dc.html	template	Nerede kalmıştınız?
05 Plan ve Toplantilar.dc.html	template	Mehmet ile en son
05 Plan ve Toplantilar.dc.html	template	1 Eylül'de
05 Plan ve Toplantilar.dc.html	template	konuştunuz. Fiyat aralığını ve teslim süresini ele aldınız; Mehmet Ekim başı teslimat için revize teklif istedi, sen Cuma göndereceğini söyledin. Teklif v2'yi
05 Plan ve Toplantilar.dc.html	template	2 Eylül'de
